id,abilities,name,weight,ThumbnailAltText,weakness,number,height,collectibles_slug,featured,ThumbnailImage,threat_type,slug
454,Overgrow,Turtwig,22.5,Turtwig,Bug Fire Flying Ice Poison,387,16,turtwig,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/387.png,grass,turtwig
455,Overgrow,Grotle,213.8,Grotle,Bug Fire Flying Ice Poison,388,43,grotle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/388.png,grass,grotle
456,Overgrow,Torterra,683.4,Torterra,Ice Bug Fire Flying,389,87,torterra,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/389.png,grass ground,torterra
457,Blaze,Chimchar,13.7,Chimchar,Ground Rock Water,390,20,chimchar,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/390.png,fire,chimchar
458,Blaze,Monferno,48.5,Monferno,Flying Ground Psychic Water,391,35,monferno,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/391.png,fire fighting,monferno
459,Blaze,Infernape,121.3,Infernape,Flying Ground Psychic Water,392,47,infernape,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/392.png,fire fighting,infernape
460,Torrent,Piplup,11.5,Piplup,Electric Grass,393,16,piplup,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/393.png,water,piplup
461,Torrent,Prinplup,50.7,Prinplup,Electric Grass,394,31,prinplup,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/394.png,water,prinplup
462,Torrent,Empoleon,186.3,Empoleon,Electric Fighting Ground,395,67,empoleon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/395.png,water steel,empoleon
463,Keen Eye,Starly,4.4,Starly,Electric Ice Rock,396,12,starly,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/396.png,normal flying,starly
464,Intimidate,Staravia,34.2,Staravia,Electric Ice Rock,397,24,staravia,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/397.png,normal flying,staravia
465,Intimidate,Staraptor,54.9,Staraptor,Electric Ice Rock,398,47,staraptor,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/398.png,normal flying,staraptor
466,SimpleUnaware,Bidoof,44.1,Bidoof,Fighting,399,20,bidoof,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/399.png,normal,bidoof
467,SimpleUnaware,Bibarel,69.4,Bibarel,Electric Fighting Grass,400,39,bibarel,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/400.png,normal water,bibarel
468,Shed Skin,Kricketot,4.9,Kricketot,Fire Flying Rock,401,12,kricketot,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/401.png,bug,kricketot
469,Swarm,Kricketune,56.2,Kricketune,Fire Flying Rock,402,39,kricketune,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/402.png,bug,kricketune
470,IntimidateRivalry,Shinx,20.9,Shinx,Ground,403,20,shinx,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/403.png,electric,shinx
471,IntimidateRivalry,Luxio,67.2,Luxio,Ground,404,35,luxio,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/404.png,electric,luxio
472,IntimidateRivalry,Luxray,92.6,Luxray,Ground,405,55,luxray,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/405.png,electric,luxray
473,Natural CurePoison Point,Budew,2.6,Budew,Fire Flying Ice Psychic,406,8,budew,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/406.png,grass poison,budew
474,Natural CurePoison Point,Roserade,32,Roserade,Fire Flying Ice Psychic,407,35,roserade,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/407.png,grass poison,roserade
475,Mold Breaker,Cranidos,69.4,Cranidos,Fighting Grass Ground Steel Water,408,35,cranidos,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/408.png,rock,cranidos
476,Mold Breaker,Rampardos,226,Rampardos,Fighting Grass Ground Steel Water,409,63,rampardos,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/409.png,rock,rampardos
477,Sturdy,Shieldon,125.7,Shieldon,Fighting Ground Water,410,20,shieldon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/410.png,rock steel,shieldon
478,Sturdy,Bastiodon,329.6,Bastiodon,Fighting Ground Water,411,51,bastiodon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/411.png,rock steel,bastiodon
479,Shed Skin,Burmy,7.5,Burmy,Fire Flying Rock,412,8,burmy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png,bug,burmy
480,Shed Skin,Burmy,7.5,Burmy,Fire Flying Rock,412,8,burmy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png,bug,burmy
481,Shed Skin,Burmy,7.5,Burmy,Fire Flying Rock,412,8,burmy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png,bug,burmy
482,Anticipation,Wormadam,14.3,Wormadam,Fire,413,20,wormadam,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png,bug steel,wormadam
483,Anticipation,Wormadam,14.3,Wormadam,Fire Water Ice Flying,413,20,wormadam,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png,bug ground,wormadam
484,Anticipation,Wormadam,14.3,Wormadam,Fire Flying Ice Poison Bug Rock,413,20,wormadam,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png,bug grass,wormadam
485,Swarm,Mothim,51.4,Mothim,Rock Electric Fire Flying Ice,414,35,mothim,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/414.png,bug flying,mothim
486,Honey Gather,Combee,12.1,Combee,Rock Electric Fire Flying Ice,415,12,combee,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/415.png,bug flying,combee
487,Pressure,Vespiquen,84.9,Vespiquen,Rock Electric Fire Flying Ice,416,47,vespiquen,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/416.png,bug flying,vespiquen
488,PickupRun Away,Pachirisu,8.6,Pachirisu,Ground,417,16,pachirisu,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/417.png,electric,pachirisu
489,Swift Swim,Buizel,65,Buizel,Electric Grass,418,28,buizel,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/418.png,water,buizel
490,Swift Swim,Floatzel,73.9,Floatzel,Electric Grass,419,43,floatzel,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/419.png,water,floatzel
491,Chlorophyll,Cherubi,7.3,Cherubi,Bug Fire Flying Ice Poison,420,16,cherubi,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/420.png,grass,cherubi
492,Flower Gift,Cherrim,20.5,Cherrim,Fire Flying Poison Ice Bug,421,20,cherrim,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png,grass,cherrim
493,Flower Gift,Cherrim,20.5,Cherrim,Bug Fire Flying Ice Poison,421,20,cherrim,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png,grass,cherrim
494,Sticky HoldStorm Drain,Shellos,13.9,Shellos,Grass Electric,422,12,shellos,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png,water,shellos
495,Sticky HoldStorm Drain,Shellos,13.9,Shellos,Electric Grass,422,12,shellos,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png,water,shellos
496,Sticky HoldStorm Drain,Gastrodon,65.9,Gastrodon,Grass,423,35,gastrodon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png,water ground,gastrodon
497,Sticky HoldStorm Drain,Gastrodon,65.9,Gastrodon,Grass,423,35,gastrodon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png,water ground,gastrodon
498,PickupTechnician,Ambipom,44.8,Ambipom,Fighting,424,47,ambipom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/424.png,normal,ambipom
499,AftermathUnburden,Drifloon,2.6,Drifloon,Dark Electric Ghost Ice Rock,425,16,drifloon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/425.png,ghost flying,drifloon
500,AftermathUnburden,Drifblim,33.1,Drifblim,Dark Electric Ghost Ice Rock,426,47,drifblim,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/426.png,ghost flying,drifblim
501,KlutzRun Away,Buneary,12.1,Buneary,Fighting,427,16,buneary,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/427.png,normal,buneary
502,Scrappy,Lopunny,62.4,Lopunny,Psychic Flying Fairy Fighting,428,51,lopunny,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png,normal fighting,lopunny
503,Cute CharmKlutz,Lopunny,73.4,Lopunny,Fighting,428,47,lopunny,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png,normal,lopunny
504,Levitate,Mismagius,9.7,Mismagius,Dark Ghost,429,35,mismagius,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/429.png,ghost,mismagius
505,InsomniaSuper Luck,Honchkrow,60.2,Honchkrow,Electric Ice Rock Fairy,430,35,honchkrow,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/430.png,dark flying,honchkrow
506,LimberOwn Tempo,Glameow,8.6,Glameow,Fighting,431,20,glameow,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/431.png,normal,glameow
507,Own TempoThick Fat,Purugly,96.6,Purugly,Fighting,432,39,purugly,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/432.png,normal,purugly
508,Levitate,Chingling,1.3,Chingling,Bug Dark Ghost,433,8,chingling,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/433.png,psychic,chingling
509,AftermathStench,Stunky,42.3,Stunky,Ground,434,16,stunky,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/434.png,poison dark,stunky
510,AftermathStench,Skuntank,83.8,Skuntank,Ground,435,39,skuntank,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/435.png,poison dark,skuntank
511,HeatproofLevitate,Bronzor,133.4,Bronzor,Fire Ground Ghost Dark,436,20,bronzor,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/436.png,steel psychic,bronzor
512,HeatproofLevitate,Bronzong,412.3,Bronzong,Fire Ground Ghost Dark,437,51,bronzong,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/437.png,steel psychic,bronzong
513,Rock HeadSturdy,Bonsly,33.1,Bonsly,Fighting Grass Ground Steel Water,438,20,bonsly,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/438.png,rock,bonsly
514,FilterSoundproof,Mime Jr.,28.7,Mime Jr.,Ghost Steel Poison,439,24,mime-jr,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/439.png,psychic fairy,mime-jr
515,Natural CureSerene Grace,Happiny,53.8,Happiny,Fighting,440,24,happiny,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/440.png,normal,happiny
516,Keen EyeTangled Feet,Chatot,4.2,Chatot,Electric Ice Rock,441,20,chatot,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/441.png,normal flying,chatot
517,Pressure,Spiritomb,238.1,Spiritomb,Fairy,442,39,spiritomb,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/442.png,ghost dark,spiritomb
518,Sand Veil,Gible,45.2,Gible,Ice Dragon Fairy,443,28,gible,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/443.png,dragon ground,gible
519,Sand Veil,Gabite,123.5,Gabite,Ice Dragon Fairy,444,55,gabite,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/444.png,dragon ground,gabite
520,Sand Force,Garchomp,209.4,Garchomp,Fairy Ice Dragon,445,75,garchomp,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png,dragon ground,garchomp
521,Sand Veil,Garchomp,209.4,Garchomp,Ice Dragon Fairy,445,75,garchomp,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png,dragon ground,garchomp
522,PickupThick Fat,Munchlax,231.5,Munchlax,Fighting,446,24,munchlax,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/446.png,normal,munchlax
523,Inner FocusSteadfast,Riolu,44.5,Riolu,Flying Psychic Fairy,447,28,riolu,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/447.png,fighting,riolu
524,Adaptability,Lucario,126.8,Lucario,Fire Fighting Ground,448,51,lucario,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png,fighting steel,lucario
525,Inner FocusSteadfast,Lucario,119,Lucario,Fighting Fire Ground,448,47,lucario,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png,fighting steel,lucario
526,Sand Stream,Hippopotas,109.1,Hippopotas,Grass Ice Water,449,31,hippopotas,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/449.png,ground,hippopotas
527,Sand Stream,Hippowdon,661.4,Hippowdon,Grass Ice Water,450,79,hippowdon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/450.png,ground,hippowdon
528,Battle ArmorSniper,Skorupi,26.5,Skorupi,Fire Flying Psychic Rock,451,31,skorupi,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/451.png,poison bug,skorupi
529,Battle ArmorSniper,Drapion,135.6,Drapion,Ground,452,51,drapion,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/452.png,poison dark,drapion
530,AnticipationDry Skin,Croagunk,50.7,Croagunk,Psychic Flying Ground,453,28,croagunk,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/453.png,poison fighting,croagunk
531,AnticipationDry Skin,Toxicroak,97.9,Toxicroak,Psychic Flying Ground,454,51,toxicroak,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/454.png,poison fighting,toxicroak
532,Levitate,Carnivine,59.5,Carnivine,Bug Fire Flying Ice Poison,455,55,carnivine,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/455.png,grass,carnivine
533,Storm DrainSwift Swim,Finneon,15.4,Finneon,Electric Grass,456,16,finneon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/456.png,water,finneon
534,Storm DrainSwift Swim,Lumineon,52.9,Lumineon,Electric Grass,457,47,lumineon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/457.png,water,lumineon
535,Swift SwimWater Absorb,Mantyke,143.3,Mantyke,Electric Rock,458,39,mantyke,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/458.png,water flying,mantyke
536,Snow Warning,Snover,111.3,Snover,Fire Bug Fighting Flying Poison Rock Steel,459,39,snover,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/459.png,grass ice,snover
537,Snow Warning,Abomasnow,407.9,Abomasnow,Steel Fire Flying Fighting Poison Rock Bug,460,106,abomasnow,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png,grass ice,abomasnow
538,Snow Warning,Abomasnow,298.7,Abomasnow,Fire Bug Fighting Flying Poison Rock Steel,460,87,abomasnow,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png,grass ice,abomasnow
539,Pressure,Weavile,75,Weavile,Fighting Bug Fire Rock Steel Fairy,461,43,weavile,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/461.png,dark ice,weavile
540,Magnet PullSturdy,Magnezone,396.8,Magnezone,Ground Fire Fighting,462,47,magnezone,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/462.png,electric steel,magnezone
541,ObliviousOwn Tempo,Lickilicky,308.6,Lickilicky,Fighting,463,67,lickilicky,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/463.png,normal,lickilicky
542,Lightning RodSolid Rock,Rhyperior,623.5,Rhyperior,Grass Water Fighting Ground Ice Steel,464,94,rhyperior,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/464.png,ground rock,rhyperior
543,ChlorophyllLeaf Guard,Tangrowth,283.5,Tangrowth,Bug Fire Flying Ice Poison,465,79,tangrowth,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/465.png,grass,tangrowth
544,Motor Drive,Electivire,305.6,Electivire,Ground,466,71,electivire,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/466.png,electric,electivire
545,Flame Body,Magmortar,149.9,Magmortar,Ground Rock Water,467,63,magmortar,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/467.png,fire,magmortar
546,HustleSerene Grace,Togekiss,83.8,Togekiss,Electric Ice Rock Steel Poison,468,59,togekiss,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/468.png,fairy flying,togekiss
547,Speed BoostTinted Lens,Yanmega,113.5,Yanmega,Rock Electric Fire Flying Ice,469,75,yanmega,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/469.png,bug flying,yanmega
548,Leaf Guard,Leafeon,56.2,Leafeon,Bug Fire Flying Ice Poison,470,39,leafeon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/470.png,grass,leafeon
549,Snow Cloak,Glaceon,57.1,Glaceon,Fire Fighting Rock Steel,471,31,glaceon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/471.png,ice,glaceon
550,Hyper CutterSand Veil,Gliscor,93.7,Gliscor,Ice Water,472,79,gliscor,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/472.png,ground flying,gliscor
551,ObliviousSnow Cloak,Mamoswine,641.5,Mamoswine,Fighting Fire Grass Steel Water,473,98,mamoswine,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/473.png,ice ground,mamoswine
552,AdaptabilityDownload,Porygon-Z,75,Porygon-Z,Fighting,474,35,porygon-z,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/474.png,normal,porygon-z
553,Inner Focus,Gallade,124.3,Gallade,Ghost Flying Fairy,475,63,gallade,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png,psychic fighting,gallade
554,Steadfast,Gallade,114.6,Gallade,Flying Ghost Fairy,475,63,gallade,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png,psychic fighting,gallade
555,Magnet PullSturdy,Probopass,749.6,Probopass,Fighting Ground Water,476,55,probopass,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/476.png,rock steel,probopass
556,Pressure,Dusknoir,235,Dusknoir,Dark Ghost,477,87,dusknoir,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/477.png,ghost,dusknoir
557,Snow Cloak,Froslass,58.6,Froslass,Dark Fire Ghost Rock Steel,478,51,froslass,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/478.png,ice ghost,froslass
558,Levitate,Rotom,0.7,Rotom,Fire Poison Ice Bug,479,12,rotom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,electric grass,rotom
559,Levitate,Rotom,0.7,Rotom,Rock Ice,479,12,rotom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,electric flying,rotom
560,Levitate,Rotom,0.7,Rotom,Fire Rock Fighting,479,12,rotom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,electric ice,rotom
561,Levitate,Rotom,0.7,Rotom,Grass,479,12,rotom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,electric water,rotom
562,Levitate,Rotom,0.7,Rotom,Water Rock,479,12,rotom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,electric fire,rotom
563,Levitate,Rotom,0.7,Rotom,Ghost Dark,479,12,rotom,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png,electric ghost,rotom
564,Levitate,Uxie,0.7,Uxie,Bug Dark Ghost,480,12,uxie,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/480.png,psychic,uxie
565,Levitate,Mesprit,0.7,Mesprit,Bug Dark Ghost,481,12,mesprit,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/481.png,psychic,mesprit
566,Levitate,Azelf,0.7,Azelf,Bug Dark Ghost,482,12,azelf,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/482.png,psychic,azelf
567,Pressure,Dialga,1505.8,Dialga,Fighting Ground,483,213,dialga,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/483.png,steel dragon,dialga
568,Pressure,Palkia,740.8,Palkia,Dragon Fairy,484,165,palkia,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/484.png,water dragon,palkia
569,Flash Fire,Heatran,948,Heatran,Ground Fighting Water,485,67,heatran,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/485.png,fire steel,heatran
570,Slow Start,Regigigas,925.9,Regigigas,Fighting,486,146,regigigas,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/486.png,normal,regigigas
571,Levitate,Giratina,1433,Giratina,Dark Dragon Ghost Ice Fairy,487,272,giratina,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png,ghost dragon,giratina
572,Pressure,Giratina,1653.5,Giratina,Dark Dragon Ghost Ice Fairy,487,177,giratina,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png,ghost dragon,giratina
573,Levitate,Cresselia,188.7,Cresselia,Bug Dark Ghost,488,59,cresselia,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/488.png,psychic,cresselia
574,Hydration,Phione,6.8,Phione,Electric Grass,489,16,phione,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/489.png,water,phione
575,Hydration,Manaphy,3.1,Manaphy,Electric Grass,490,12,manaphy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/490.png,water,manaphy
576,Bad Dreams,Darkrai,111.3,Darkrai,Fighting Bug Fairy,491,59,darkrai,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/491.png,dark,darkrai
577,Serene Grace,Shaymin,11.5,Shaymin,Fire Flying Ice Poison Rock,492,16,shaymin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png,grass flying,shaymin
578,Natural Cure,Shaymin,4.6,Shaymin,Bug Fire Flying Ice Poison,492,8,shaymin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png,grass,shaymin
579,Multitype,Arceus,705.5,Arceus,Steel Poison,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,fairy,arceus
580,Multitype,Arceus,705.5,Arceus,Fairy Bug Fighting,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,dark,arceus
581,Multitype,Arceus,705.5,Arceus,Fairy Ice Dragon,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,dragon,arceus
582,Multitype,Arceus,705.5,Arceus,Fire Steel Fighting Rock,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,ice,arceus
583,Multitype,Arceus,705.5,Arceus,Ghost Dark Bug,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,psychic,arceus
584,Multitype,Arceus,705.5,Arceus,Ground,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,electric,arceus
585,Multitype,Arceus,705.5,Arceus,Fire Flying Poison Ice Bug,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,grass,arceus
586,Multitype,Arceus,705.5,Arceus,Grass Electric,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,water,arceus
587,Multitype,Arceus,705.5,Arceus,Water Rock Ground,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,fire,arceus
588,Multitype,Arceus,705.5,Arceus,Fire Fighting Ground,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,steel,arceus
589,Multitype,Arceus,705.5,Arceus,Ghost Dark,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,ghost,arceus
590,Multitype,Arceus,705.5,Arceus,Fire Flying Rock,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,bug,arceus
591,Multitype,Arceus,705.5,Arceus,Water Steel Grass Fighting Ground,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,rock,arceus
592,Multitype,Arceus,705.5,Arceus,Water Grass Ice,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,ground,arceus
593,Multitype,Arceus,705.5,Arceus,Psychic Ground,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,poison,arceus
594,Multitype,Arceus,705.5,Arceus,Electric Ice Rock,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,flying,arceus
595,Multitype,Arceus,705.5,Arceus,Psychic Flying Fairy,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,fighting,arceus
596,Multitype,Arceus,705.5,Arceus,Fighting,493,126,arceus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png,normal,arceus
597,Victory Star,Victini,8.8,Victini,Water Ground Rock Ghost Dark,494,16,victini,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/494.png,psychic fire,victini
598,Overgrow,Snivy,17.9,Snivy,Fire Ice Poison Flying Bug,495,24,snivy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/495.png,grass,snivy
599,Overgrow,Servine,35.3,Servine,Fire Ice Poison Flying Bug,496,31,servine,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/496.png,grass,servine
600,Overgrow,Serperior,138.9,Serperior,Fire Ice Poison Flying Bug,497,130,serperior,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/497.png,grass,serperior
601,Blaze,Tepig,21.8,Tepig,Water Ground Rock,498,20,tepig,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/498.png,fire,tepig
602,Blaze,Pignite,122.4,Pignite,Water Ground Flying Psychic,499,39,pignite,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/499.png,fire fighting,pignite
603,Blaze,Emboar,330.7,Emboar,Water Ground Flying Psychic,500,63,emboar,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/500.png,fire fighting,emboar
604,Torrent,Oshawott,13,Oshawott,Grass Electric,501,20,oshawott,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/501.png,water,oshawott
605,Torrent,Dewott,54,Dewott,Grass Electric,502,31,dewott,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/502.png,water,dewott
606,Torrent,Samurott,208.6,Samurott,Grass Electric,503,59,samurott,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/503.png,water,samurott
607,Keen EyeRun Away,Patrat,25.6,Patrat,Fighting,504,20,patrat,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/504.png,normal,patrat
